customer_id,tenure,monthly_charges,total_charges,contract,internet_service,churn,monthly_revenue,estimated_lifespan,ltv,revenue_per_month,ltv_segment,predicted_churn,churn_probability,churn_risk,customer_segment
7243-LCGGZ,1,20.9,20.9,Month-to-month,No,No,20.9,1,20.9,20.9,Low Value,,0.0,Low Risk,Low Priority
8267-KFGYD,1,21.05,21.05,Month-to-month,No,No,21.05,1,21.05,21.05,Low Value,,0.0,Low Risk,Low Priority
4890-VMUAV,63,71.5,4576.3,One year,DSL,No,71.5,63,4504.5,72.63968253968254,High Value,,0.0,Low Risk,High Value Customer
9261-WDCAF,3,54.65,189.1,Month-to-month,DSL,No,54.65,3,163.95,63.03333333333333,Low Value,,0.0,Low Risk,Low Priority
3764-MNMOI,46,19.2,908.15,Two year,No,No,19.2,46,883.1999999999999,19.742391304347827,Low Value,,0.0,Low Risk,Low Priority
7442-YGZFK,1,49.8,49.8,Month-to-month,DSL,No,49.8,1,49.8,49.8,Low Value,,0.0,Low Risk,Low Priority
0420-BWTPW,8,25.5,215.2,Month-to-month,DSL,Yes,25.5,8,204.0,26.9,Low Value,,0.0,Low Risk,Low Priority
8229-BUJHX,71,20.5,1500.95,Two year,No,No,20.5,71,1455.5,21.140140845070423,Medium Value,,0.0,Low Risk,Low Priority
7449-HVPIV,55,90.4,5099.15,Month-to-month,Fiber optic,No,90.4,55,4972.0,92.71181818181816,High Value,,0.0,Low Risk,High Value Customer
5504-WSIUR,70,90.25,6385.95,One year,Fiber optic,No,90.25,70,6317.5,91.22785714285716,Very High Value,,0.0,Low Risk,VIP Customer
8183-ONMXC,2,80.75,159.45,Month-to-month,Fiber optic,Yes,80.75,2,161.5,79.725,Low Value,,0.0,Low Risk,Low Priority
8466-PZBLH,67,104.6,6885.75,Two year,Fiber optic,No,104.6,67,7008.2,102.7723880597015,Very High Value,,0.0,Low Risk,VIP Customer
9614-RMGHA,65,91.85,5940.85,Month-to-month,Fiber optic,Yes,91.85,65,5970.25,91.39769230769232,High Value,,0.0,Low Risk,High Value Customer
8735-IJJEG,14,50.2,668.85,Month-to-month,DSL,No,50.2,14,702.8000000000001,47.775,Low Value,,0.0,Low Risk,Low Priority
0564-MUUQK,20,95.5,1916.2,Month-to-month,Fiber optic,No,95.5,20,1910.0,95.81,Medium Value,,0.0,Low Risk,Low Priority
5054-IEXZT,1,75.35,75.35,Month-to-month,Fiber optic,Yes,75.35,1,75.35,75.35,Low Value,,0.0,Low Risk,Low Priority
5834-ASPWA,1,75.45,75.45,Month-to-month,Fiber optic,Yes,75.45,1,75.45,75.45,Low Value,,0.0,Low Risk,Low Priority
0701-RFGFI,49,95.4,4613.95,Month-to-month,Fiber optic,No,95.4,49,4674.6,94.16224489795918,High Value,,0.0,Low Risk,High Value Customer
0019-EFAEP,72,101.3,7261.25,Two year,Fiber optic,No,101.3,72,7293.599999999999,100.85069444444444,Very High Value,No,0.055,Low Risk,VIP Customer
5619-PTMIK,46,53.1,2459.8,Month-to-month,DSL,No,53.1,46,2442.6,53.47391304347826,Medium Value,,0.0,Low Risk,Low Priority
3737-XBQDD,24,84.85,2048.8,Month-to-month,Fiber optic,No,84.85,24,2036.4,85.36666666666667,Medium Value,,0.0,Low Risk,Low Priority
5882-CMAZQ,5,34.25,163.55,Month-to-month,DSL,No,34.25,5,171.25,32.71,Low Value,,0.0,Low Risk,Low Priority
5846-QFDFI,33,88.6,2888.7,Month-to-month,Fiber optic,No,88.6,33,2923.8,87.53636363636363,Medium Value,,0.0,Low Risk,Low Priority
4445-KWOKW,42,60.15,2421.6,One year,DSL,No,60.15,42,2526.3,57.65714285714286,Medium Value,,0.0,Low Risk,Low Priority
3511-APPBJ,23,99.95,2292.75,One year,Fiber optic,No,99.95,23,2298.85,99.68478260869566,Medium Value,,0.0,Low Risk,Low Priority
7967-HYCDE,8,70.7,553.4,Month-to-month,Fiber optic,No,70.7,8,565.6,69.175,Low Value,,0.0,Low Risk,Low Priority
2430-RRYUW,66,54.8,3465.7,One year,DSL,No,54.8,66,3616.8,52.51060606060606,High Value,,0.0,Low Risk,High Value Customer
3948-XHGNA,24,49.55,1210.4,Month-to-month,DSL,Yes,49.55,24,1189.1999999999998,50.43333333333334,Medium Value,,0.0,Low Risk,Low Priority
3723-BFBGR,24,54.8,1291.3,Month-to-month,DSL,No,54.8,24,1315.1999999999998,53.80416666666667,Medium Value,,0.0,Low Risk,Low Priority
0565-IYCGT,69,78.6,5356.45,One year,DSL,Yes,78.6,69,5423.4,77.62971014492753,High Value,,0.0,Low Risk,High Value Customer
5447-WZAFP,53,100.3,5200.8,One year,Fiber optic,No,100.3,53,5315.9,98.12830188679246,High Value,,0.0,Low Risk,High Value Customer
5110-CHOPY,60,53.6,3237.05,Two year,DSL,No,53.6,60,3216.0,53.950833333333335,High Value,,0.0,Low Risk,High Value Customer
5445-UTODQ,7,81.1,576.65,Month-to-month,Fiber optic,Yes,81.1,7,567.6999999999999,82.37857142857142,Low Value,,0.0,Low Risk,Low Priority
4425-OWHWB,20,19.35,433.75,One year,No,No,19.35,20,387.0,21.6875,Low Value,,0.0,Low Risk,Low Priority
7892-QVYKW,23,85.6,1868.4,Month-to-month,Fiber optic,No,85.6,23,1968.8,81.23478260869565,Medium Value,,0.0,Low Risk,Low Priority
9675-ICXCT,72,80.8,5728.55,Two year,DSL,No,80.8,72,5817.599999999999,79.56319444444445,High Value,,0.0,Low Risk,High Value Customer
1024-VRZHF,11,74.95,825.7,Month-to-month,Fiber optic,Yes,74.95,11,824.45,75.06363636363636,Low Value,,0.0,Low Risk,Low Priority
4703-MQYKT,21,19.6,390.4,Two year,No,No,19.6,21,411.6,18.59047619047619,Low Value,No,0.0,Low Risk,Low Priority
9497-QCMMS,1,93.55,93.55,Month-to-month,Fiber optic,Yes,93.55,1,93.55,93.55,Low Value,,0.0,Low Risk,Low Priority
5692-ICXLW,31,90.7,2845.15,Month-to-month,Fiber optic,No,90.7,31,2811.7000000000003,91.77903225806452,Medium Value,,0.0,Low Risk,Low Priority
0602-DDUML,57,69.75,3894.4,Two year,DSL,No,69.75,57,3975.75,68.32280701754387,High Value,,0.0,Low Risk,High Value Customer
2208-MPXIO,45,20.0,886.4,Two year,No,No,20.0,45,900.0,19.697777777777777,Low Value,,0.0,Low Risk,Low Priority
1960-UYCNN,10,95.25,1021.55,Month-to-month,Fiber optic,No,95.25,10,952.5,102.155,Low Value,,0.0,Low Risk,Low Priority
0348-SDKOL,58,102.1,5885.4,Month-to-month,Fiber optic,Yes,102.1,58,5921.799999999999,101.47241379310344,High Value,,0.0,Low Risk,High Value Customer
3190-FZATL,14,19.95,268.4,Month-to-month,No,No,19.95,14,279.3,19.17142857142857,Low Value,,0.0,Low Risk,Low Priority
7336-RLLRH,27,80.85,2204.35,One year,DSL,No,80.85,27,2182.95,81.64259259259259,Medium Value,,0.0,Low Risk,Low Priority
4373-MAVJG,14,90.9,1259.0,Month-to-month,Fiber optic,Yes,90.9,14,1272.6,89.92857142857143,Medium Value,,0.0,Low Risk,Low Priority
8901-HJXTF,12,29.2,309.1,Month-to-month,DSL,Yes,29.2,12,350.4,25.758333333333336,Low Value,,0.0,Low Risk,Low Priority
7710-JSYOA,69,93.3,6398.05,Two year,Fiber optic,No,93.3,69,6437.7,92.72536231884058,Very High Value,,0.0,Low Risk,VIP Customer
5419-KLXBN,25,89.15,2257.75,Month-to-month,Fiber optic,Yes,89.15,25,2228.75,90.31,Medium Value,No,0.38,Low Risk,Low Priority
3424-NMNBO,58,108.85,6287.25,One year,Fiber optic,Yes,108.85,58,6313.299999999999,108.40086206896552,Very High Value,,0.0,Low Risk,VIP Customer
9885-MFVSU,35,46.35,1662.05,Two year,DSL,No,46.35,35,1622.25,47.48714285714286,Medium Value,,0.0,Low Risk,Low Priority
4514-GFCFI,16,84.75,1350.15,Month-to-month,Fiber optic,Yes,84.75,16,1356.0,84.384375,Medium Value,,0.0,Low Risk,Low Priority
0607-MVMGC,45,78.75,3600.65,One year,DSL,No,78.75,45,3543.75,80.01444444444445,High Value,,0.0,Low Risk,High Value Customer
3365-SAIGS,17,83.55,1329.15,Month-to-month,Fiber optic,No,83.55,17,1420.35,78.18529411764706,Medium Value,Yes,0.54,Medium Risk,Monitor
9828-AOQLM,1,45.7,45.7,Month-to-month,DSL,Yes,45.7,1,45.7,45.7,Low Value,,0.0,Low Risk,Low Priority
8022-BECSI,22,19.6,422.5,One year,No,No,19.6,22,431.2000000000001,19.204545454545453,Low Value,,0.0,Low Risk,Low Priority
8000-REIQB,1,69.95,69.95,Month-to-month,Fiber optic,Yes,69.95,1,69.95,69.95,Low Value,,0.0,Low Risk,Low Priority
9993-LHIEB,67,67.85,4627.65,Two year,DSL,No,67.85,67,4545.95,69.06940298507462,High Value,,0.0,Low Risk,High Value Customer
0266-CLZKZ,67,105.65,6717.9,Two year,Fiber optic,No,105.65,67,7078.55,100.26716417910448,Very High Value,,0.0,Low Risk,VIP Customer
7615-ESMYF,2,44.6,97.1,Month-to-month,DSL,Yes,44.6,2,89.2,48.55,Low Value,,0.0,Low Risk,Low Priority
3858-VOBET,23,74.95,1710.45,Month-to-month,Fiber optic,Yes,74.95,23,1723.85,74.36739130434783,Medium Value,Yes,0.53,Medium Risk,Monitor
7020-OZKXZ,9,75.5,637.4,Month-to-month,Fiber optic,No,75.5,9,679.5,70.82222222222222,Low Value,,0.0,Low Risk,Low Priority
3977-QCRSL,5,20.15,117.95,Month-to-month,No,No,20.15,5,100.75,23.59,Low Value,,0.0,Low Risk,Low Priority
0017-DINOC,54,45.2,2460.55,Two year,DSL,No,45.2,54,2440.8,45.56574074074074,Medium Value,,0.0,Low Risk,Low Priority
1447-PJGGA,57,95.25,5464.65,Two year,Fiber optic,Yes,95.25,57,5429.25,95.87105263157896,High Value,,0.0,Low Risk,High Value Customer
8565-CLBZW,24,89.85,2165.05,Month-to-month,Fiber optic,Yes,89.85,24,2156.4,90.21041666666667,Medium Value,,0.0,Low Risk,Low Priority
9139-WQQDY,49,100.45,4941.8,One year,Fiber optic,Yes,100.45,49,4922.05,100.8530612244898,High Value,No,0.155,Low Risk,High Value Customer
0224-HJAPT,5,47.15,223.15,Month-to-month,DSL,Yes,47.15,5,235.75,44.63,Low Value,,0.0,Low Risk,Low Priority
8086-OVPWV,2,80.2,181.1,Month-to-month,Fiber optic,Yes,80.2,2,160.4,90.55,Low Value,,0.0,Low Risk,Low Priority
9430-FRQOC,4,87.1,341.45,Month-to-month,Fiber optic,Yes,87.1,4,348.4,85.3625,Low Value,,0.0,Low Risk,Low Priority
7639-OPLNG,70,79.25,5731.85,Two year,DSL,No,79.25,70,5547.5,81.88357142857143,High Value,,0.0,Low Risk,High Value Customer
3074-GQWYX,5,75.9,357.75,Month-to-month,Fiber optic,Yes,75.9,5,379.5,71.55,Low Value,,0.0,Low Risk,Low Priority
1492-QGCLU,53,85.7,4616.1,Month-to-month,DSL,No,85.7,53,4542.1,87.09622641509435,High Value,No,0.125,Low Risk,High Value Customer
6845-RGTYS,47,98.75,4533.7,Month-to-month,Fiber optic,Yes,98.75,47,4641.25,96.46170212765956,High Value,No,0.325,Low Risk,High Value Customer
7328-OWMOM,31,20.1,589.25,One year,No,No,20.1,31,623.1,19.008064516129032,Low Value,,0.0,Low Risk,Low Priority
4418-LZMSV,13,61.8,750.1,Month-to-month,DSL,No,61.8,13,803.4,57.7,Low Value,,0.0,Low Risk,Low Priority
5155-AZQPB,28,49.9,1410.25,Month-to-month,DSL,No,49.9,28,1397.2,50.36607142857143,Medium Value,No,0.13,Low Risk,Low Priority
8861-HGGKB,10,86.45,830.85,Month-to-month,Fiber optic,Yes,86.45,10,864.5,83.08500000000001,Low Value,,0.0,Low Risk,Low Priority
1087-GRUYI,38,20.4,743.5,Two year,No,No,20.4,38,775.1999999999999,19.56578947368421,Low Value,,0.0,Low Risk,Low Priority
7065-YUNRY,1,45.3,45.3,Month-to-month,DSL,Yes,45.3,1,45.3,45.3,Low Value,,0.0,Low Risk,Low Priority
7694-VLBWQ,67,104.1,7040.85,One year,Fiber optic,Yes,104.1,67,6974.7,105.08731343283584,Very High Value,,0.0,Low Risk,VIP Customer
2546-KZAAT,52,75.4,3865.45,One year,DSL,No,75.4,52,3920.8,74.33557692307691,High Value,,0.0,Low Risk,High Value Customer
0181-RITDD,62,108.15,6825.65,Two year,Fiber optic,No,108.15,62,6705.3,110.09112903225804,Very High Value,No,0.105,Low Risk,VIP Customer
5989-PGKJB,16,86.25,1340.1,Month-to-month,Fiber optic,No,86.25,16,1380.0,83.75625,Medium Value,,0.0,Low Risk,Low Priority
4795-KTRTH,5,81.0,371.65,Month-to-month,Fiber optic,Yes,81.0,5,405.0,74.33,Low Value,,0.0,Low Risk,Low Priority
8272-ONJLV,12,95.7,1184.0,One year,Fiber optic,No,95.7,12,1148.4,98.66666666666669,Medium Value,,0.0,Low Risk,Low Priority
1488-PBLJN,72,116.85,8477.7,Two year,Fiber optic,No,116.85,72,8413.199999999999,117.74583333333334,Very High Value,,0.0,Low Risk,VIP Customer
0308-GIQJT,71,105.75,7382.85,One year,Fiber optic,No,105.75,71,7508.25,103.98380281690142,Very High Value,,0.0,Low Risk,VIP Customer
3778-FOAQW,24,20.15,456.85,One year,No,No,20.15,24,483.6,19.035416666666663,Low Value,,0.0,Low Risk,Low Priority
4452-ROHMO,15,19.6,331.6,Two year,No,No,19.6,15,294.0,22.10666666666667,Low Value,,0.0,Low Risk,Low Priority
6481-OGDOO,67,90.6,6056.15,One year,Fiber optic,Yes,90.6,67,6070.2,90.39029850746267,Very High Value,,0.0,Low Risk,VIP Customer
3090-LETTY,2,60.95,134.6,Month-to-month,DSL,No,60.95,2,121.9,67.3,Low Value,,0.0,Low Risk,Low Priority
5349-AZPEW,5,25.05,125.5,Month-to-month,DSL,No,25.05,5,125.25,25.1,Low Value,,0.0,Low Risk,Low Priority
3753-TSEMP,15,88.15,1390.6,Month-to-month,Fiber optic,Yes,88.15,15,1322.25,92.70666666666666,Medium Value,,0.0,Low Risk,Low Priority
8305-VHZBZ,1,20.2,20.2,Month-to-month,No,Yes,20.2,1,20.2,20.2,Low Value,,0.0,Low Risk,Low Priority
9720-JJJOR,41,60.3,2511.3,One year,DSL,No,60.3,41,2472.3,61.25121951219513,Medium Value,No,0.06,Low Risk,Low Priority
8100-HZZLJ,43,63.95,2737.05,Month-to-month,DSL,No,63.95,43,2749.85,63.65232558139535,Medium Value,,0.0,Low Risk,Low Priority
8775-ERLNB,1,74.3,74.3,Month-to-month,Fiber optic,No,74.3,1,74.3,74.3,Low Value,Yes,0.75,High Risk,Churn Risk
8309-IEYJD,1,70.6,70.6,Month-to-month,Fiber optic,No,70.6,1,70.6,70.6,Low Value,,0.0,Low Risk,Low Priority
9172-JITSM,26,90.8,2361.8,Month-to-month,Fiber optic,Yes,90.8,26,2360.8,90.83846153846154,Medium Value,,0.0,Low Risk,Low Priority
6298-QDFNH,22,79.35,1730.35,Month-to-month,Fiber optic,Yes,79.35,22,1745.6999999999998,78.65227272727272,Medium Value,,0.0,Low Risk,Low Priority
7398-HPYZQ,71,90.55,6404.0,Two year,DSL,No,90.55,71,6429.05,90.19718309859157,Very High Value,,0.0,Low Risk,VIP Customer
3546-GHEAE,7,19.45,165.35,Two year,No,No,19.45,7,136.15,23.62142857142857,Low Value,,0.0,Low Risk,Low Priority
7361-YPXFS,28,64.45,1867.6,Month-to-month,DSL,No,64.45,28,1804.6,66.7,Medium Value,,0.0,Low Risk,Low Priority
6557-BZXLQ,16,69.65,1043.3,Month-to-month,Fiber optic,No,69.65,16,1114.4,65.20625,Medium Value,No,0.445,Medium Risk,Monitor
2550-QHZGP,7,19.5,128.6,One year,No,No,19.5,7,136.5,18.37142857142857,Low Value,,0.0,Low Risk,Low Priority
7519-JTWQH,69,110.5,7455.45,Two year,Fiber optic,No,110.5,69,7624.5,108.05,Very High Value,,0.0,Low Risk,VIP Customer
2538-OIMXF,1,24.7,24.7,Month-to-month,DSL,No,24.7,1,24.7,24.7,Low Value,,0.0,Low Risk,Low Priority
8543-MSDMF,3,77.4,206.15,Month-to-month,DSL,No,77.4,3,232.2,68.71666666666667,Low Value,,0.0,Low Risk,Low Priority
9961-JBNMK,21,96.8,2030.3,Month-to-month,Fiber optic,Yes,96.8,21,2032.8,96.68095238095238,Medium Value,,0.0,Low Risk,Low Priority
1170-SASML,69,85.4,5869.4,Month-to-month,Fiber optic,No,85.4,69,5892.6,85.06376811594203,High Value,,0.0,Low Risk,High Value Customer
4872-JCVCA,71,47.6,3377.8,Two year,DSL,No,47.6,71,3379.6,47.57464788732395,High Value,,0.0,Low Risk,High Value Customer
5346-BZCHP,69,19.4,1346.2,Two year,No,No,19.4,69,1338.6,19.51014492753623,Medium Value,,0.0,Low Risk,Low Priority
2038-LLMLM,48,103.85,4946.05,Month-to-month,Fiber optic,No,103.85,48,4984.799999999999,103.04270833333334,High Value,,0.0,Low Risk,High Value Customer
6173-ITPWD,47,83.35,4065.0,Month-to-month,Fiber optic,Yes,83.35,47,3917.45,86.48936170212765,High Value,,0.0,Low Risk,High Value Customer
9734-UYXQI,2,49.4,106.55,Month-to-month,DSL,Yes,49.4,2,98.8,53.275,Low Value,,0.0,Low Risk,Low Priority
1216-BGTSP,45,108.45,4964.7,Month-to-month,Fiber optic,No,108.45,45,4880.25,110.32666666666668,High Value,,0.0,Low Risk,High Value Customer
4138-NAXED,51,81.0,4085.75,Month-to-month,Fiber optic,No,81.0,51,4131.0,80.11274509803921,High Value,,0.0,Low Risk,High Value Customer
2189-UXTKY,22,79.2,1742.75,Month-to-month,DSL,Yes,79.2,22,1742.4,79.2159090909091,Medium Value,,0.0,Low Risk,Low Priority
0744-BIKKF,72,86.65,6224.8,Two year,DSL,No,86.65,72,6238.8,86.45555555555556,Very High Value,,0.0,Low Risk,VIP Customer
7483-IQWIB,37,92.95,3415.25,Month-to-month,Fiber optic,No,92.95,37,3439.15,92.30405405405403,High Value,,0.0,Low Risk,High Value Customer
5248-KWLAR,71,90.35,6325.25,Two year,DSL,No,90.35,71,6414.849999999999,89.08802816901408,Very High Value,,0.0,Low Risk,VIP Customer
4958-GZWIY,7,48.7,340.25,Month-to-month,DSL,Yes,48.7,7,340.90000000000003,48.60714285714285,Low Value,,0.0,Low Risk,Low Priority
7996-MHXLW,66,25.15,1683.6,Two year,No,No,25.15,66,1659.9,25.509090909090908,Medium Value,,0.0,Low Risk,Low Priority
7833-PKIHD,51,76.4,3966.3,One year,DSL,No,76.4,51,3896.4,77.77058823529413,High Value,,0.0,Low Risk,High Value Customer
7061-OVMIM,30,19.55,608.5,One year,No,No,19.55,30,586.5,20.28333333333333,Low Value,No,0.055,Low Risk,Low Priority
5153-RTHKF,34,85.35,2896.6,Month-to-month,Fiber optic,No,85.35,34,2901.9,85.19411764705882,Medium Value,,0.0,Low Risk,Low Priority
1852-QSWCD,64,24.8,1514.85,Two year,No,No,24.8,64,1587.2,23.66953125,Medium Value,,0.0,Low Risk,Low Priority
4832-VRBMR,65,103.15,6792.45,One year,Fiber optic,No,103.15,65,6704.75,104.49923076923076,Very High Value,,0.0,Low Risk,VIP Customer
9079-LWTFD,47,100.75,4669.2,Month-to-month,Fiber optic,No,100.75,47,4735.25,99.34468085106384,High Value,,0.0,Low Risk,High Value Customer
6356-ELRKD,1,95.6,95.6,Month-to-month,Fiber optic,Yes,95.6,1,95.6,95.6,Low Value,,0.0,Low Risk,Low Priority
8624-GIOUT,49,59.75,2934.3,Month-to-month,DSL,Yes,59.75,49,2927.75,59.88367346938776,Medium Value,,0.0,Low Risk,Low Priority
3392-EHMNK,67,94.1,6302.8,Two year,Fiber optic,No,94.1,67,6304.7,94.07164179104478,Very High Value,,0.0,Low Risk,VIP Customer
5986-WWXDV,39,19.35,779.2,One year,No,No,19.35,39,754.6500000000001,19.97948717948718,Low Value,,0.0,Low Risk,Low Priority
3061-BCKYI,14,19.9,283.75,Month-to-month,No,No,19.9,14,278.6,20.267857142857142,Low Value,,0.0,Low Risk,Low Priority
6179-GJPSO,43,108.15,4600.7,Month-to-month,Fiber optic,Yes,108.15,43,4650.45,106.99302325581397,High Value,,0.0,Low Risk,High Value Customer
7901-TBKJX,56,101.05,5594.0,Month-to-month,Fiber optic,No,101.05,56,5658.8,99.89285714285714,High Value,,0.0,Low Risk,High Value Customer
7228-PAQPD,14,59.1,772.85,One year,DSL,No,59.1,14,827.4,55.20357142857143,Low Value,,0.0,Low Risk,Low Priority
3177-LASXD,1,71.35,71.35,Month-to-month,Fiber optic,Yes,71.35,1,71.35,71.35,Low Value,,0.0,Low Risk,Low Priority
7746-QYVCO,16,55.85,857.8,One year,DSL,No,55.85,16,893.6,53.6125,Low Value,,0.0,Low Risk,Low Priority
5804-HYIEZ,70,106.05,7554.05,Month-to-month,Fiber optic,No,106.05,70,7423.5,107.915,Very High Value,No,0.165,Low Risk,VIP Customer
9919-FZDED,72,84.1,5981.65,Two year,DSL,No,84.1,72,6055.2,83.07847222222222,Very High Value,No,0.02,Low Risk,VIP Customer
5934-TSSAU,23,75.3,1702.9,Month-to-month,Fiber optic,No,75.3,23,1731.9,74.0391304347826,Medium Value,No,0.255,Low Risk,Low Priority
3486-KHMLI,21,24.7,467.15,Month-to-month,No,No,24.7,21,518.6999999999999,22.245238095238093,Low Value,,0.0,Low Risk,Low Priority
4897-QSUYC,1,20.15,20.15,Month-to-month,No,Yes,20.15,1,20.15,20.15,Low Value,,0.0,Low Risk,Low Priority
1084-UQCHV,1,69.75,69.75,Month-to-month,Fiber optic,Yes,69.75,1,69.75,69.75,Low Value,,0.0,Low Risk,Low Priority
8290-YWKHZ,32,93.2,2931.0,Month-to-month,Fiber optic,Yes,93.2,32,2982.4,91.59375,Medium Value,,0.0,Low Risk,Low Priority
2955-BJZHG,17,80.85,1400.85,Month-to-month,Fiber optic,Yes,80.85,17,1374.4499999999998,82.40294117647058,Medium Value,No,0.48,Medium Risk,Monitor
3806-DXQOM,4,33.65,137.85,Month-to-month,DSL,Yes,33.65,4,134.6,34.4625,Low Value,,0.0,Low Risk,Low Priority
6784-XYJAE,36,55.8,1941.5,One year,DSL,No,55.8,36,2008.8,53.93055555555556,Medium Value,No,0.11,Low Risk,Low Priority
3933-DQPWX,50,39.7,1932.75,Two year,DSL,No,39.7,50,1985.0,38.655,Medium Value,,0.0,Low Risk,Low Priority
6661-EIPZC,48,29.5,1423.05,Month-to-month,DSL,No,29.5,48,1416.0,29.646875,Medium Value,,0.0,Low Risk,Low Priority
8957-THMOA,50,20.15,970.85,Two year,No,No,20.15,50,1007.5,19.417,Medium Value,,0.0,Low Risk,Low Priority
2251-PYLPB,72,79.55,5810.9,Two year,DSL,No,79.55,72,5727.599999999999,80.70694444444445,High Value,,0.0,Low Risk,High Value Customer
5555-RNPGT,10,24.8,223.9,Month-to-month,No,No,24.8,10,248.0,22.39,Low Value,,0.0,Low Risk,Low Priority
1057-FOGLZ,18,19.65,391.7,Month-to-month,No,No,19.65,18,353.7,21.76111111111111,Low Value,,0.0,Low Risk,Low Priority
9300-RENDD,1,79.95,79.95,Month-to-month,Fiber optic,Yes,79.95,1,79.95,79.95,Low Value,,0.0,Low Risk,Low Priority
0761-AETCS,1,19.3,19.3,Month-to-month,No,Yes,19.3,1,19.3,19.3,Low Value,,0.0,Low Risk,Low Priority
8087-LGYHQ,9,94.05,811.65,Month-to-month,Fiber optic,No,94.05,9,846.4499999999999,90.18333333333334,Low Value,,0.0,Low Risk,Low Priority
4137-BTIKL,2,90.75,174.75,Month-to-month,Fiber optic,No,90.75,2,181.5,87.375,Low Value,,0.0,Low Risk,Low Priority
2190-BCXEC,40,78.85,3126.85,Month-to-month,Fiber optic,No,78.85,40,3154.0,78.17125,High Value,No,0.27,Low Risk,High Value Customer
6227-FBDXH,69,99.5,6841.45,One year,Fiber optic,No,99.5,69,6865.5,99.15144927536232,Very High Value,,0.0,Low Risk,VIP Customer
2153-MREFK,37,99.2,3754.6,One year,Fiber optic,Yes,99.2,37,3670.4,101.47567567567567,High Value,,0.0,Low Risk,High Value Customer
2911-WDXMV,18,80.55,1406.65,Month-to-month,Fiber optic,No,80.55,18,1449.9,78.14722222222223,Medium Value,No,0.28,Low Risk,Low Priority
7206-PQBBZ,11,70.2,834.7,Month-to-month,Fiber optic,No,70.2,11,772.2,75.88181818181819,Low Value,,0.0,Low Risk,Low Priority
3106-ULWFW,8,85.2,627.4,Month-to-month,Fiber optic,Yes,85.2,8,681.6,78.425,Low Value,,0.0,Low Risk,Low Priority
0925-VYDLG,3,75.25,242.0,Month-to-month,Fiber optic,Yes,75.25,3,225.75,80.66666666666667,Low Value,,0.0,Low Risk,Low Priority
4547-FZJWE,55,59.45,3157.0,One year,DSL,No,59.45,55,3269.75,57.4,High Value,,0.0,Low Risk,High Value Customer
7422-WNBTY,33,93.35,3092.0,Month-to-month,Fiber optic,No,93.35,33,3080.55,93.6969696969697,High Value,,0.0,Low Risk,High Value Customer
0842-IWYCP,46,44.95,2168.9,Month-to-month,DSL,No,44.95,46,2067.7000000000003,47.15,Medium Value,,0.0,Low Risk,Low Priority
3521-HTQTV,34,26.1,980.35,Two year,No,No,26.1,34,887.4000000000001,28.833823529411767,Low Value,,0.0,Low Risk,Low Priority
3744-ZBHON,3,20.2,65.95,Month-to-month,No,No,20.2,3,60.6,21.98333333333333,Low Value,,0.0,Low Risk,Low Priority
3373-DIUUN,30,21.25,711.9,Two year,No,No,21.25,30,637.5,23.73,Low Value,,0.0,Low Risk,Low Priority
8383-SGHJU,33,59.4,1952.8,One year,DSL,No,59.4,33,1960.2,59.17575757575757,Medium Value,,0.0,Low Risk,Low Priority
7607-QKKTJ,45,95.0,4368.85,One year,Fiber optic,No,95.0,45,4275.0,97.08555555555556,High Value,,0.0,Low Risk,High Value Customer
7707-PYBBH,40,61.9,2647.1,Month-to-month,DSL,No,61.9,40,2476.0,66.1775,Medium Value,,0.0,Low Risk,Low Priority
8984-HPEMB,71,118.65,8477.6,Two year,Fiber optic,No,118.65,71,8424.15,119.40281690140846,Very High Value,,0.0,Low Risk,VIP Customer
4349-GFQHK,1,54.35,54.35,Month-to-month,DSL,Yes,54.35,1,54.35,54.35,Low Value,,0.0,Low Risk,Low Priority
4139-DETXS,72,64.45,4528.0,Two year,DSL,No,64.45,72,4640.400000000001,62.888888888888886,High Value,,0.0,Low Risk,High Value Customer
9779-DPNEJ,22,80.15,1790.65,Month-to-month,Fiber optic,No,80.15,22,1763.3000000000002,81.39318181818182,Medium Value,No,0.43,Medium Risk,Monitor
9805-FILKB,46,20.2,845.6,One year,No,No,20.2,46,929.2,18.382608695652173,Low Value,,0.0,Low Risk,Low Priority
5793-YOLJN,55,21.0,1210.3,Two year,No,No,21.0,55,1155.0,22.005454545454544,Medium Value,,0.0,Low Risk,Low Priority
0673-IGUQO,1,20.45,20.45,Month-to-month,No,No,20.45,1,20.45,20.45,Low Value,,0.0,Low Risk,Low Priority
4123-FCVCB,12,75.85,854.45,One year,DSL,No,75.85,12,910.2,71.20416666666667,Low Value,,0.0,Low Risk,Low Priority
8819-IMISP,31,80.45,2429.1,Month-to-month,Fiber optic,No,80.45,31,2493.9500000000003,78.35806451612903,Medium Value,,0.0,Low Risk,Low Priority
7802-EFKNY,5,24.95,100.4,Month-to-month,DSL,Yes,24.95,5,124.75,20.08,Low Value,,0.0,Low Risk,Low Priority
8311-UEUAB,67,75.5,5229.45,Two year,DSL,No,75.5,67,5058.5,78.05149253731344,High Value,,0.0,Low Risk,High Value Customer
5858-EAFCZ,1,44.45,44.45,Month-to-month,DSL,No,44.45,1,44.45,44.45,Low Value,,0.0,Low Risk,Low Priority
